name,brand,category,description,unit,quantity,servings,flavors,benefits,allergens,certifications,dosage,priceRetail,pricePurchase,priceWholesale,priceSlashed,stock,featured,metaTitle,metaDescription
Collagen Mix (Hydrolysé Verisol) - 120g,Miravella,vitamines,"Collagen Mix (Hydrolysé Verisol) - 120g de Miravella pour soutenir votre santé globale, votre immunité et vos performances sportives. Formule complète en vitamines et minéraux essentiels.",comprimé,120,30,,Peau anti-rides fermeté élasticité hydratation|Cheveux brillants forts résistance casse|Ongles solides croissance robustesse|Articulations mobilité souplesse douleurs réduites|Cicatrisation accélérée régénération cellulaire|Collagène production endogène augmentée 3-4x,"CONTIENT: Gélatine bovine, hydrolysate collagène marin. Poissons (allergie crustacés traces possibles atelier). .",GMP,"3-4 comprimés quotidien (2 matin, 2 soir optimal). Cure 3 mois résultats visibles optimaux",55,30,45,,100,false,Collagen Mix (Hydrolysé Verisol) - 120g | Miravella Tunisie,Collagen Mix (Hydrolysé Verisol) - 120g de Miravella. Vitamines et minéraux de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Probio-Vita (Probiotiques 20 Mds UFC) - 60 Capsules,Miravella,vitamines,"Probio-Vita (Probiotiques 20 Mds UFC) - 60 Capsules de Miravella pour soutenir votre santé globale, votre immunité et vos performances sportives. Formule complète en vitamines et minéraux essentiels.",gélule,60,30,,Digestion amélioration transit facilitation|Microbiote rééquilibrage flore dysbiose|Ballonnements constipation diarrhée prévention|Immunité 70% intestin renforcement|Synthèse vitamines B12 K intestinale|Mood équilibre psychologique dépressionanxiété réduction,"CONTIENT: Gélatine sources possibles. Gélule végétale HPMC sans gélatine allergie free (vegan compatible). Traces possibles: soja, gluten (atelier fabrication). .",GMP,"1-2 gélules quotidien avec repas. Cure 2-3 mois flore rééquilibrage optimal, répétable toute année",40,20,30,,100,false,Probio-Vita (Probiotiques 20 Mds UFC) - 60 Capsules,Probio-Vita (Probiotiques 20 Mds UFC) - 60 Capsules - vitamines et minéraux Miravella. Livraison express Tunisie. Commandez sur Dodo Nutrition.
L-Carnitine Complex - 300g,Real Pharm,bruleurs,L-Carnitine Complex de Real Pharm est le brûleur de graisse efficace pour accélérer votre perte de poids et révéler vos muscles.,gramme,300,75,,Brûleur graisse transport acides gras mitochondries oxydation|Énergie ATP production boost performance endurance|Récupération post-training accélérée protection musculaire|Fonction cognitive focus mémoire concentration acétyl forme|Métabolisme lipidique activation zones stubborn ciblées|Fatigue chronique soulagement training intense,(acides aminés synthétiques). Traces possibles soja gluten atelier. Produit poudre instantanée. .,GMP|Sans OGM,1 dose 4g quotidien matin à jeun ou 30min avant training. Cure 4-8 semaines résultats brûleur optimaux,65,35,50,,100,false,L-Carnitine Complex - 300g | Real Pharm | Dodo Nutrition,L-Carnitine Complex - 300g de Real Pharm. Brûleur de graisse de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Glutamine Amino Acids - 500g,Real Pharm,acides-amines,Glutamine Amino Acids de Real Pharm fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale.,gramme,500,90,Citron|Orange|Fruits multiples (punch fruit|fraise|etc),Récupération musculaire accélérée post-training régénération|Synthèse protéines optimisation anabolisme construction|Immunité système renforcée 70% intestins défenses|Catabolisme prévention protection masse musculaire|Glycogène resynthèse stockage énergie performance|Douleurs courbatures soreness DOMS réduction,(glutamine acide aminé synthétique pur). Traces possibles soja gluten atelier. Poudre instantanée aromatisée. Colorants tartrazine peut avoir effets activité . .,GMP|Sans OGM,1-2 doses 5.5g quotidien (5-10g total). Post-workout immédiat + matin à jeun ou soir avant coucher. Cure régulière training habituel,75,40,60,,100,false,Glutamine Amino Acids - 500g | Real Pharm | Dodo Nutrition,Glutamine Amino Acids - 500g de Real Pharm. Acides aminés de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
EAA Essential Amino Acids - 420g,Real Pharm,acides-amines,EAA Essential Amino Acids de Real Pharm fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale.,gramme,420,35,Multiples (citron|orange|ananas|punch fruit|cerise|etc),Synthèse protéines anabolisme activation mTOR construction|Anabolisme musculaire hypertrophie croissance optimale|Récupération post-training accélérée catabolisme prévention|Performance endurance résistance fatigue retardée|Immunité système renforcé threonine lysine support|Absorption ultra rapide 15-30min fenêtre anabolique,(acides aminés synthétiques purs). Traces possibles soja gluten atelier. Poudre instantanée aromatisée. Colorants tartrazine peut avoir effets activité . .,GMP|Sans OGM,1 dose 12g quotidien avant/pendant/après training. Peut prendre 2 doses jours training intense (pré + post). Cure régulière training habituel,60,35,45,,100,false,EAA Essential Amino Acids - 420g | Real Pharm Tunisie,EAA Essential Amino Acids - 420g de Real Pharm. Acides aminés de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Collagen Powder - 165g,Applied Nutrition,vitamines,"Collagen Powder - 165g de Applied Nutrition pour soutenir votre santé globale, votre immunité et vos performances sportives. Formule complète en vitamines et minéraux essentiels.",gramme,165,16,Fraise-Kiwi|Jus tropical|Saveur neutre (mixable),Peau anti-rides fermeté élasticité hydratation rajeunissement|Cheveux brillants forts résistance casse chute prévention|Ongles solides croissance robustesse fragiles réduction|Articulations tendons ligaments souplesse mobilité douleurs|Synthèse collagène endogène augmentation vitamine C 3-4x|Hydratation profonde acide hyaluronique rétention eau,"CONTIENT: Collagène bovin (source vaches). Fabriqué établissement traitant lait, soja, œufs, gluten traces possibles. .",GMP|Sans OGM,"1 dose 10g quotidien (2 cuillères doseuses). Cure 1-3 mois résultats visibles optimaux, répétable plusieurs fois/an",25,15,20,,100,false,Collagen Powder - 165g | Applied Nutrition | Dodo Nutrition,Collagen Powder - 165g de Applied Nutrition. Vitamines et minéraux de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Vitamine D3 K2 - 30 Capsules,Miravella,vitamines,"Vitamine D3 K2 de Miravella offre une formule complète de vitamines et minéraux essentiels pour soutenir votre santé globale, votre système immunitaire et optimiser vos performances sportives. Indispensable pour les athlètes qui s'entraînent intensément et ont des besoins nutritionnels accrus.",gélule,30,30,,Santé osseuse calcium absorption fixation ostéoporose prévention|Densité minérale osseuse maintien fractures réduction|Immunité 70% défenses naturelles système renforcé|Cardiovasculaire artères calcification prévention élasticité|Coagulation sanguine normale facteurs activation|Synergie D3 K2 calcium dirigé os vs artères optimal,(vitamines synthétiques). CONTIENT: Gélatine bovine Halal. Huile MCT coco. .,GMP|Halal|Halal Certifié,1 gélule quotidien après repas avec grand verre eau. Cure 3 mois renouvelable toute année,30,15,25,,100,false,Vitamine D3 K2 - 30 Capsules | Miravella | Dodo Nutrition,Vitamine D3 K2 - 30 Capsules de Miravella. Vitamines et minéraux de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Ashwagandha (5% Withanolides) - 60 Capsules,Miravella,boosters,"Ashwagandha (5% Withanolides) - 60 Capsules de Miravella, booster naturel pour optimiser vos niveaux hormonaux, votre vitalité et vos performances physiques. Ingrédients naturels concentrés.",gélule,60,15,,Stress anxiété réduction cortisol 20-30% diminution|Sommeil qualité amélioration apparition profond réparateur|Énergie vitalité augmentation fatigue chronique combat|Testostérone libido masculin normalisation 15-20% augmentation|Fonction cognitive mémoire concentration focus stimulation|Prise masse musculaire construction récupération cortisol réduction,(ashwagandha plante naturelle). CONTIENT: Gélatine bovine Halal. .,GMP|Halal|Halal Certifié,"2-4 gélules quotidien (2 matin, 2 soir préférence). Cure 3 mois maximum arrêt semaine tous 21 jours répétable",55,30,45,,100,false,Ashwagandha (5% Withanolides) - 60 Capsules | Miravella,Ashwagandha (5% Withanolides) - 60 Capsules de Miravella. Booster hormonal de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Gym Hub Shaker - 500g,Gym Hub,accessoires,"Gym Hub Shaker - 500g de Gym Hub, accessoire de qualité pour accompagner vos entraînements. Conçu pour la durabilité et le confort.",millilitre,500,,Couleurs variées (noir|blanc|transparent),Préparation optimale suppléments poudres dissolution parfaite|Tamis intégré boule mélange grumeaux élimination texture lisse|Couvercle hermétique étanche anti-fuite transport sécurisé|Capacité 500ml graduations mesure précise dosage|Plastique ABS BPA-free alimentaire sécurisé santé|Réutilisable durable écologique vs bouteilles jetables,Aucun (accessoire plastique alimentaire). CONTIENT: Plastique ABS BPA-free. Lavage eau savon température ambiante (pas lave-vaisselle chaleur excessive déformation). Séchage air libre.,,"Accessoire réutilisable illimité. Dosage selon supplément utilisé (whey 30g, BCAA 5-10g, pré-workout 10-20g, etc)",20,10,15,,100,false,Gym Hub Shaker - 500g | Gym Hub | Dodo Nutrition,"Gym Hub Shaker - 500g de Gym Hub, accessoire de qualité pour accompagner vos entraînements. Livraison rapide en Tunisie."
Prosta-Confort - 60 Capsules,Miravella,boosters,"Prosta-Confort - 60 Capsules de Miravella, booster naturel pour optimiser vos niveaux hormonaux, votre vitalité et vos performances physiques. Ingrédients naturels concentrés.",gélule,60,30,,Prostate santé troubles bénins BPH hyperplasie réduction|Mictions fréquentes nycturie jour nuit réduction|Jet urinaire faible amélioration vidange complète|Confort urinaire douleurs inconfort soulagement|Testostérone DHT conversion inhibition 5-alpha-réductase|Inflammation prostate réduction racine ortie,"(plantes naturelles zinc). CONTIENT: Gélatine bovine Halal. Déconseillé femmes enceintes/allaitantes (pas concernées prostate), enfants < 18 ans (santé prostate hommes adultes), personnes traitement hormonal (consultation médecin interaction testostérone).",GMP|Halal|Halal Certifié,"2 gélules quotidien avec repas. Cure 3 mois minimum symptômes amélioration progressive, répétable plusieurs fois/an",55,30,45,,100,false,Prosta-Confort - 60 Capsules | Miravella | Dodo Nutrition,Prosta-Confort - 60 Capsules de Miravella. Booster hormonal de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
Shilajit (20% Acide Fulvique) - 60 Capsules,Miravella,boosters,"Shilajit (20% Acide Fulvique) - 60 Capsules de Miravella, booster naturel pour optimiser vos niveaux hormonaux, votre vitalité et vos performances physiques. Ingrédients naturels concentrés.",gélule,60,30,,Énergie vitalité tonus boost naturel fatigue chronique combat|Libido testostérone 15-20% augmentation fonction sexuelle|Récupération musculaire post-training inflammation douleurs réduction|Adaptogène stress résistance conditions difficiles amélioration|Antioxydant puissant radicaux libres neutralisation protection|Détoxification métaux lourds toxines chélation élimination,"(shilajit résine naturelle). CONTIENT: Gélatine bovine Halal, Fer élevé (inapproprié hémochromatose niveau fer sang élevé). Déconseillé femmes enceintes/allaitantes (données insuffisantes), personnes problèmes rénaux acide urique élevé (consultation médecin), enfants < 12 ans (adaptation dosage).",GMP|Halal|Halal Certifié,"1-2 gélules quotidien pendant repas. Cure 2-3 mois résultats optimaux énergie libido, répétable plusieurs fois/an",55,30,45,,100,false,Shilajit (20% Acide Fulvique) - 60 Capsules | Miravella,Shilajit (20% Acide Fulvique) - 60 Capsules de Miravella. Booster hormonal de qualité pour vos objectifs fitness. Livraison rapide partout en Tunisie.
